statistic_yyymm,site_id,family_name,gender,people_total
10506,新北市蘆洲區,鄭,女,1957
10506,新北市蘆洲區,郭,男,1616
10506,新北市蘆洲區,郭,女,1618
10506,新北市蘆洲區,謝,男,1426
10506,新北市蘆洲區,謝,女,1512
10506,新北市蘆洲區,葉,男,1377
10506,新北市蘆洲區,葉,女,1424
10506,新北市蘆洲區,洪,男,1330
10506,新北市蘆洲區,洪,女,1296
10506,新北市蘆洲區,周,男,1310
10506,新北市蘆洲區,周,女,1293
10506,新北市蘆洲區,廖,男,1251
10506,新北市蘆洲區,廖,女,1340
10506,新北市蘆洲區,曾,男,1008
10506,新北市蘆洲區,曾,女,1135
10506,新北市蘆洲區,邱,男,988
10506,新北市蘆洲區,邱,女,1107
10506,新北市五股區,陳,男,7139
10506,新北市五股區,陳,女,6437
10506,新北市五股區,林,男,4061
10506,新北市五股區,林,女,3772
10506,新北市五股區,李,男,2489
10506,新北市五股區,李,女,2458
10506,新北市五股區,張,男,2388
10506,新北市五股區,張,女,2304
10506,新北市五股區,黃,男,2078
10506,新北市五股區,黃,女,2093
10506,新北市五股區,吳,男,1744
10506,新北市五股區,吳,女,1711
10506,新北市五股區,王,男,1603
10506,新北市五股區,王,女,1683
10506,新北市五股區,蔡,男,1256
10506,新北市五股區,蔡,女,1257
10506,新北市五股區,楊,男,1195
10506,新北市五股區,楊,女,1119
10506,新北市五股區,許,男,1136
10506,新北市五股區,許,女,1076
10506,新北市五股區,劉,男,903
10506,新北市五股區,劉,女,992
10506,新北市五股區,鄭,男,769
10506,新北市五股區,鄭,女,738
10506,新北市五股區,謝,男,673
10506,新北市五股區,謝,女,591
10506,新北市五股區,葉,男,572
10506,新北市五股區,葉,女,597
10506,新北市五股區,郭,男,587
10506,新北市五股區,郭,女,569
10506,新北市五股區,周,男,514
10506,新北市五股區,周,女,544
10506,新北市五股區,洪,男,491
10506,新北市五股區,洪,女,476
10506,新北市五股區,曾,男,463
10506,新北市五股區,曾,女,499
10506,新北市五股區,廖,男,439
10506,新北市五股區,廖,女,483
10506,新北市五股區,徐,男,471
10506,新北市五股區,徐,女,443
10506,新北市泰山區,陳,男,4416
10506,新北市泰山區,陳,女,4577
10506,新北市泰山區,林,男,3445
10506,新北市泰山區,林,女,3464
10506,新北市泰山區,李,男,2947
10506,新北市泰山區,李,女,2796
10506,新北市泰山區,黃,男,2422
10506,新北市泰山區,黃,女,2442
10506,新北市泰山區,張,男,1915
10506,新北市泰山區,張,女,1972
10506,新北市泰山區,吳,男,1794
10506,新北市泰山區,吳,女,1710
10506,新北市泰山區,王,男,1585
10506,新北市泰山區,王,女,1655
10506,新北市泰山區,蔡,男,1337
10506,新北市泰山區,蔡,女,1367
10506,新北市泰山區,劉,男,1070
10506,新北市泰山區,劉,女,999
10506,新北市泰山區,許,男,950
10506,新北市泰山區,許,女,948
10506,新北市泰山區,楊,男,895
10506,新北市泰山區,楊,女,885
10506,新北市泰山區,鄭,男,646
10506,新北市泰山區,鄭,女,663
10506,新北市泰山區,徐,男,570
10506,新北市泰山區,徐,女,608
10506,新北市泰山區,廖,男,558
10506,新北市泰山區,廖,女,594
10506,新北市泰山區,謝,男,537
10506,新北市泰山區,謝,女,606
10506,新北市泰山區,曾,男,549
10506,新北市泰山區,曾,女,573
10506,新北市泰山區,郭,男,558
10506,新北市泰山區,郭,女,537
10506,新北市泰山區,周,男,530
10506,新北市泰山區,周,女,501
10506,新北市泰山區,邱,男,485
10506,新北市泰山區,邱,女,502
10506,新北市泰山區,賴,男,477
10506,新北市泰山區,賴,女,477
10506,新北市林口區,陳,男,6487
10506,新北市林口區,陳,女,6307
10506,新北市林口區,林,男,4103
10506,新北市林口區,林,女,4236
10506,新北市林口區,黃,男,3421
10506,新北市林口區,黃,女,3432
10506,新北市林口區,李,男,2675
10506,新北市林口區,李,女,2830
10506,新北市林口區,張,男,2612
10506,新北市林口區,張,女,2742
10506,新北市林口區,王,男,2220
10506,新北市林口區,王,女,2419
10506,新北市林口區,吳,男,1837
10506,新北市林口區,吳,女,1954
10506,新北市林口區,蔡,男,1647
10506,新北市林口區,蔡,女,1754
10506,新北市林口區,劉,男,1319
10506,新北市林口區,劉,女,1430
10506,新北市林口區,許,男,1326
10506,新北市林口區,許,女,1274
10506,新北市林口區,楊,男,1116
10506,新北市林口區,楊,女,1161
10506,新北市林口區,周,男,1192
10506,新北市林口區,周,女,1071
10506,新北市林口區,謝,男,1123
10506,新北市林口區,謝,女,1070
10506,新北市林口區,鄭,男,731
10506,新北市林口區,鄭,女,891
10506,新北市林口區,洪,男,801
10506,新北市林口區,洪,女,780
10506,新北市林口區,蘇,男,753
10506,新北市林口區,蘇,女,734
10506,新北市林口區,曾,男,679
10506,新北市林口區,曾,女,734
10506,新北市林口區,郭,男,624
10506,新北市林口區,郭,女,706
10506,新北市林口區,徐,男,603
10506,新北市林口區,徐,女,641
10506,新北市林口區,賴,男,610
10506,新北市林口區,賴,女,607
10506,新北市深坑區,陳,男,1374
10506,新北市深坑區,陳,女,1407
10506,新北市深坑區,林,男,1101
10506,新北市深坑區,林,女,1058
10506,新北市深坑區,黃,男,909
10506,新北市深坑區,黃,女,842
10506,新北市深坑區,高,男,829
10506,新北市深坑區,高,女,653
10506,新北市深坑區,王,男,574
10506,新北市深坑區,王,女,604
10506,新北市深坑區,張,男,552
10506,新北市深坑區,張,女,579
10506,新北市深坑區,李,男,534
10506,新北市深坑區,李,女,582
10506,新北市深坑區,劉,男,310
10506,新北市深坑區,劉,女,322
10506,新北市深坑區,鄭,男,319
10506,新北市深坑區,鄭,女,310
10506,新北市深坑區,吳,男,278
10506,新北市深坑區,吳,女,337
10506,新北市深坑區,許,男,307
10506,新北市深坑區,許,女,302
10506,新北市深坑區,楊,男,316
10506,新北市深坑區,楊,女,284
10506,新北市深坑區,謝,男,320
10506,新北市深坑區,謝,女,266
10506,新北市深坑區,周,男,224
10506,新北市深坑區,周,女,216
10506,新北市深坑區,蔡,男,201
10506,新北市深坑區,蔡,女,220
10506,新北市深坑區,郭,男,157
10506,新北市深坑區,郭,女,152
10506,新北市深坑區,廖,男,128
10506,新北市深坑區,廖,女,157
10506,新北市深坑區,潘,男,133
10506,新北市深坑區,潘,女,139
10506,新北市深坑區,蘇,男,120
10506,新北市深坑區,蘇,女,126
10506,新北市深坑區,葉,男,111
10506,新北市深坑區,葉,女,110
10506,新北市石碇區,陳,男,771
10506,新北市石碇區,陳,女,536
10506,新北市石碇區,林,男,471
10506,新北市石碇區,林,女,376
10506,新北市石碇區,高,男,344
10506,新北市石碇區,高,女,238
10506,新北市石碇區,黃,男,331
10506,新北市石碇區,黃,女,233
10506,新北市石碇區,王,男,256
10506,新北市石碇區,王,女,193
10506,新北市石碇區,張,男,239
10506,新北市石碇區,張,女,179
10506,新北市石碇區,許,男,200
10506,新北市石碇區,許,女,116
10506,新北市石碇區,李,男,145
10506,新北市石碇區,李,女,139
10506,新北市石碇區,周,男,151
10506,新北市石碇區,周,女,128
10506,新北市石碇區,葉,男,98
10506,新北市石碇區,葉,女,71
10506,新北市石碇區,謝,男,95
10506,新北市石碇區,謝,女,60
10506,新北市石碇區,吳,男,73
10506,新北市石碇區,吳,女,64
10506,新北市石碇區,楊,男,55
10506,新北市石碇區,楊,女,66
10506,新北市石碇區,魏,男,73
10506,新北市石碇區,魏,女,47
10506,新北市石碇區,廖,男,65
10506,新北市石碇區,廖,女,48
10506,新北市石碇區,蘇,男,60
10506,新北市石碇區,蘇,女,51
10506,新北市石碇區,潘,男,58
